tweet_id,text,airline_sentiment
568190276990140417,pty to pit via iah,average
568189949415170048,not sure what happened msp yesterday but very unhappy my bag was not only delayed but sat at msp for hrs b delivery am,worse
568189520992198656,is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations,average
568189430202130432,i m flying on the way back i rarely fly them but let s see if they are any better,negative
568189390444310528,sent,average
568188415524642816,it s almost like we re punished for living near a large metro area ewr was top ranked for domestic delays not good,negative
568188203397574656,honestly i stopped trying to report things via website now i just laugh flights work miles accrue i m sure it s just cosmetic,good
568187636449472513,thanks weather is understandable but when every single domestic flight is delayed because of inbound int l flights it s crazy,worse
568186803930464256,houston bogota boarding again safety first it seems the mechanics fixed the problem faster good energy to fly home family,good
568186573965172736,no tag number luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag,negative
568186071114252288,have reported it still in istanbul at the moment apparently on the other plane haha hats off to the pilot,good
568186047659507712,understandable i did try flight booking problems several times for passengers amp got the messages i mentioned before as for the agents price,average
568185516971204608,hey awesome thanks for the reply will be filling the form out,good
568185339245756416,flying tomorrow from mexico to us mileage tkts dont show k status help,negative
568185323668291584,correct date is,negative
568184886051389440,phone reps none could see i was rebooked so missed that flight told to go standby for a nonexistent late flightr flight did i hurt you,negative
568184857538498560,a report was filed with the airport police on th and th february i have the police case number if required,negative
568184231819481088,can t dm you re not following lly rebooked on ua but still need seats,negative
568183699658944512,the supervisor on situation stacey took all our details no claim number given to us,negative
568183509577125888,hour since boarding began and we re still sitting at the gate ua,worse
568183502161743873,tks for reply psp employees blamed late flight departure on potus when main reasons were dvr flt late flight amp insufficient ground crew to handle,worse
568181167054196736,took this one just for you not a window also not fun if you get motion sick,negative
568180799838801920,they are all pilots fa and ground personnel doing a great job weather is to blame who do i talk to about that,good
568180768804978688,i find this text funny considering we are still sitting here because seats need to be changed out,negative
568180525644398593,houston bogota with an engine problem mechanics trying to fix the problem safety first better to change the plane,worse
568179591480811521,thanks makes sense just annoying that it can t be determined better,negative
568179117851578369,patiently drinking and tweeting about my experience,average
568178946585579520,you have yourselves to blame for giving me the time to get drunk and tell you how i feel about your overpriced sub par airline,negative
568178665189711872,idea if u don t want us to be frustrated don t cancelled flight flights because your crew overflowed a toilet get a plumber,worse
568178240101191681,i will be patient in my luxurious middle seat on my next delayed flight,worse
568177910101745666,i will be patient as your agent explains how you have me booked on a new flight for when that plane doesn t arrive until,negative
568177609281896449,please help trace my luggage which was put through without a name tag on february at albuquerque airport,negative
568177521327509504,be patient while i let this string of tweets go out showing people you are bad at your business,negative
568177321724620800,i think you guys had a half full flight at so you held our overbooked pm flight to fill the other one then cancelled flightled mine,negative
568176925845237760,in flight promo on their tv s includes brian williams tough to edit that quickly not a complaint just an observation,average
568176902801735680,thanks i ll fill out the form that no one reads or responds to,negative
568176862159110144,i was patient when they refused to switch my flight bc of my checked bag then cancelled flightled the one i was on,worse
568176078595985408,sent dm last week re suit regarding your error no response was given please answer dm or tell me who to send suit to,worse
568174139531513856,will have to try standby in denver tonight or will have to cancelled flight father son trip till next year thx for trying,good
568173937714028544,i wrote to you but got nothing and i am out of us it is very simple thing will ypu provide compensation for your delay,negative
568172170569887744,how many s do you currently operate and what other aircraft do you operate,average
568170840174538752,we don t want our customers to be frustrated thank you for your patience jt a lovely sentiment but not a one,negative
568170564289867776,different departure arrival updates for ua in hr please,negative
568170405552205824,nope really no window at all for a f has one and has one none for a so sad,negative
568170198433460224,vegan meals can be more creative than noodles peas and zukes non vegan yogurt is not acceptable for a vegan can you do better,worse
568168661732724736,well thanks for not charging me for switching my two cancelled flightled flights anyway that was pretty nice stillmakingmepoorthough,good
568168460468895745,well it is john hughes birthday but i will stick w the plane amp hold off on trains amp automobiles gate workers are doing well,good
568167900919382017,my son left his tablet on plane am out of country and can not call easily is there an email to contact,negative
568166403246850050,i will if you can show me where this new program is beneficial to your longstanding loyal consumers,negative
568166195758829568,all i hear is blah blah blah you shoulda used that to buy a ticket instead amp ill be driving there not flying,negative
568166099184783360,yes supposed to be here by pm i have a board meeting tomorrow fingers crossed,negative
568166054624669696,thanks for not letting me switch flights bc i had a checked bag then cancelled flighting my flight forcing me to take another hrs late flightr,negative
568166027726434304,thank you love united have flights today,good
568165907975053312,just did thanks for checking,good
568165349004316672,just informed you don t reimburse for issues due to weather this is why your flights keep getting cancelled flightled thor hates you,worse
568165339290169344,midland couldn t get our bags to connect on our intl flight to sydney so have to get em in la amp check em in there,worse
568164374248067072,this may be the last time i fly your airline,worse
568164165090709504,is your company motto i do not care i heard several times from your employees to your clients in the past week idonotcare,negative
568162409837400064,you should tell that to the staff at lax then i boarded group at the very end of the queue as a gold member thanks for nothing,negative
568161901089132544,missing crew passenger doc problems frozen toilets and now we re off the plane give me my money back ua,negative
568161023091478530,fantastic job by your people today on ua from dublin a jam packed plane but the crew was wonderful,good
568159685238329344,there was min to departure no one waiting on being pressed ground staffer threatened do you want to get to sf today fail,negative
568159364550406144,flying lax to sfo and system won t let me check in your site tells me to do it through and they tell me through you,negative
568159085356384256,and btw the and managed on time departures same time same destination amp wouldn t take away a year old kids bag,negative
568158670489387008,can i just go ahead and live in your premium cabins i m in heaven now en route to lhr,good
568158656522539008,feeling poor on the church mouse level here dollars is enough to make a grown man cry i m not a grown man but tears happened,negative
568158459553714176,sure but the plane is an hour late flight your ontime departure ship sailed away a long time back,worse
568157757406183424,ua mli gt den will miss connection ua den gt yeg due to delay,worse
568157451729526784,how come you are the only airline of flights last year that makes me check my carry on not even gate check baggage claim,negative
568157049344937984,i had to change airports to actually get a flight out when my flight from fay was cancelled flightled twice taxi ride to rdu reimburse,worse
568156641339805697,it s operated by united as it s a heathrow newark flight,average
568155450824216578,yes of course i have is this how you treat customer with no recourse,negative
568155289146363904,i will be stunned if my bags are in hartford with me the ord ground crew only had an hour to move my bags yards,negative
568154805362950146,can someone assist me with my dm s waiting hour on phone hours on twitter,worse
568153151636766721,flight was overbooked was offered voucher to wait amp take another flight gate agent switched me over retracted voucher offer,negative
568152968257613824,thank you,good
568149600403660800,thanks it s very helpful to understand that the reduced price seats that are sold at check in have priority over the certificates,good
568149201466617856,as a million miler i ve been delayed plenty never in the amateurish way does it i d be embarrassed to be affiliated,worse
568148294087479296,airlines claims to have a low fare guarantee but they won t honor a lower fare that i found,negative
568148282762874881,another delayed united flight i should not be this surprised or upset i m mostly disappointed i have to cancelled flight my trip with my dad,worse
568148251569999873,still can t dm it s lh on,negative
568148213418455041,thank you margo at houston s bush intercontinental for getting me home earlier,good
568148149610483712,i booked our flights w i saw the same prices each time i searched it wasn t the least bit frustrating customerservice,negative
568147319155073024,thanks but i didn t want to see we ve started your flight search over or the fare amp rules for this itinerary has changed again,negative
568144896852299776,my cats flight was delayed hour she will be arriving to hawaii after amp i won t be able to pick her up until tomorrow,worse
568144894964994048,i did not my mind was on getting to the next flight,negative
568144831496593408,now you ve lost my bags too at least nobody has done anything to help out this is absurd,worse
568144589162287105,what s up with the reduction in e on s k who can no longer confirm e forget upgrades just want legroom unitedfail,negative
568143658089717761,offered me a voucher to switch flights now voucher offer doesn t exist amp the gate agent switched me to a delayed flight,negative
568141442951942146,when southwest did this to us a mechanical problem at least they gave us round trip vouchers will you step up to the plate flight too,average
568141110217805824,i usually like flying with you guys but fee to use my credit seems ridiculous notcool exhorbitantfees,negative
568140850963881984,thanks but not so much the missing bag as the nonexistent staff at this apparent remote outpost busy airport for city of m,negative
568140595580919808,my friend lost luggage on flight what to do,negative
568140506116571136,sweet follow back and i ll get the dm off,good
568138258108051457,my reservation were changed so that i can longer make my connecting flight how can i change this without incurring a fee,average
568137238267047936,all good next flight was a little delayed so it all worked,good
568135523530899456,flight,average
568134243177463815,just boarded ua was refused from carrying overhead bag as no space in plane now with loads of space fail customerexperience,negative
568134171761065984,get your act right you just lost customers because your staff wouldn t let us take our approved carry on on a half empty flight,negative
568133255410671617,raise a dispute with your cc provider and they will hopefully clear it for you,average
568132619092795392,held up for almost minutes and then promised free movies and it didn t work and neither did the wifi that was paid for boo,negative
568132185741500416,nice partners you have the delays keep increasing every min,worse
568129947752992768,ua just admit you have no clue when flight will leave denver unfriendlyskies,worse
568129909408841728,yep after long waiting on the phone we managed to rebook it hope it will be a pleasent one thanks for ur help,negative
568129848910204929,just had the worst experience ever flying with you,negative
568129661227499524,ua as the inbound flight dep time gets closer you push it back min you ve been doing this for hrs,worse
568129652625158147,why is my flight from mke to ord getting delayed our gate attendant is not communicating,worse
568128387576762370,my plane sounds like a dj scratching is this normal if so will this eventually be a new entertainment fee,worse
568127465224323072,chase says no referral bonus thanks,average
568127152450871296,how can i trust united with future flight booking problemss when a confirmed ticketed and purchased ticket is cancelled flightled after the fact,negative
568123356899250176,rebooked this one is late flight too,negative
568123268231602176,nd late flight flight today,worse
568123098546843648,if u miss first leg of ur flight you have to pay hundreds of s just to keep your second leg how much to keep my earned miles,negative
568122371854307328,from iad to buf incredibly loud and like a third world s inner city metro bus lowstandards,worse
568122284474544128,cancelled flighting bought a ticket for a friend but cant get the credit under my name,average
568121964444950529,boeing star alliance short finals l on an amazing winters morning avgeek,good
568118981170606080,days for one flight and for the other roundtrip,negative
568118452965085184,i am blown away by stellar custserv thank you lt,good
568117667879628800,your overall experience of flying is not friendly,negative
568116996761452544,a good start would be to warm the plane before the departure time so the flight isn t delayed due to frozen water lines,worse
568116146899169280,annnnddddd i m going to lose my first class seat on the flight they shuffle me to,negative
568115946738597888,you have the nicest gate attendant at newark airport gate right now multiple delays and she is still pleasant with everyone,good
568115588024963072,hour mechanical delay killing me,worse
568115014139162625,every time i check a bag with your airline i m confident i will be wearing the same clothes for days please prove me wrong,negative
568114394397147137,trade show come by both for awesome deals on sunkist and,average
568112237765722113,thanks united for the no running water and late flight flight from grand rapids to denver,worse
568111503812870144,kn not allowing me to bypass the receipt on the refund request form never received receipt email charged,negative
568110568097374208,please help left my ipad air on my flight from nyc to paris yesterday and can t get in touch with anyone locally what to do,average
568109963509415936,when will that happen it really confuses when the st content to come on the in screens is about how technology forward united is,negative
568109878754934784,you mean like my mailing address and rate by the surliness of my united coworkers i m guessing our benefits aren t great,negative
568109598034554880,i already sent feedback and your reps are who told me about the priority i m speechless at your system,negative
568109592338518016,just because you are a monopoly in doesn t mean you treat your frequent fliers like crap,negative
568109565796958209,yeah bag is on the way as per usual i m actually getting used to getting it delivered to me its kind of nice in a sense,worse
568108909480824832,how much is baggage check for international flights,average
568107551553794049,why does it take weeks for a new mileageplus premier card to be sent out stillwaiting doesntfeellikestatusyet,negative
568107363195973633,wonder why people hate dealing with airlines ridiculous and inflexible policies i need a phone number and a resolution now,worse
568105932917481472,le v d pnr numbered flight the first leg is cancelled flightled due to bad weather in iatanbul how can i make a reflight booking problems,negative
568105220410105857,it suggests that if can t confirm cert at time of flight booking problems i should assume that it may never clear didn t used to be that way,negative
568104397869350912,thanks for explanation it seems like an odd incentive structure tho because it dramatically diminishes the value of the certs,good
568103618500530176,sfo clearvision tv u united terminal sfo airport,average
568101609894342656,you don t really care about our comfort you care about profitability that s fine just own up to it unfriendlyskies,negative
568101444391276544,just be honest with your customers the new seats are designed to fit more rows on the plane more rows more money,negative
568101176551452673,missing this wedding because of these delays would not be cool,worse
568100858954522625,designed to deter people from forgetting things or to provide more storage space the article says the latter unfriendlyskies,negative
568100000418250752,what do you think missing meetings is worth a flight voucher i fly all the time so what would make it right,negative
568099620456423424,and not to pile on but it s time to update your in flight tv package,negative
568098115988918273,why is it so hard to add in meal preferences after i booked tickets i forgot to do it amp it s now impossible i even called,negative
568096772939067392,it s amazing really,good
568096711450566657,learn to hold connections they texted me there is another flight late flightr my connection hasn t left and were pulling into the gate,negative
568095956866093057,if i have credit from a flight i cancelled flightled does the new flt have to be booked by yr from orig purchase date or flown by that date,average
568095662262358016,this is me and my partners first trip to nyc i bought the tickets at the same time please seat us next to each other conf ilc hp,average
568094839063089153,its ridic you cant transfer credit you have my amp youre taking of it for cancelled flightling atleast let me keep the credit damn,negative
568094342302322688,thank you there was one here a few months ago but none now weird you don t have a club in one of the busiest airports in the us,good
568094311159476224,a plane took our gate and now we re just waiting in a lot at dia,negative
568093443823693824,i have a flight from omaha to chicago en route to nyc and they are seating me and my partner separate please fix this res ilc hp,negative
568092350355865600,with airport self checkin your only option i m now your employee training was a bitch send my paycheck asap,negative
568092209368719360,on your website it says days its been and counting,negative
568092044964421632,one last thing united club crackers nabisco where are the pepperidge farms,average
568091960709230592,the lack of customer service is astounding daysofhell,worse
568090924141703169,ha this happened years ago i haven t flown with you since,average
568090851907207169,my bag is a few days late flight to me and this is like the rd time in the past couple months where my free miles at,worse
568090000199270400,of course but they were just as helpless as everyone else,negative
568089179520954368,flew ord to miami and back and had great crew service on both legs thanks,good
568088967419023360,and year old flying to tokyo for vacation both with bad knees and this happens,negative
568088470712950784,another week has passed and i hoped that i would have had a response by now,worse
568087744078954497,there s no reason it should take days to respond,worse
568087085120233473,yes i know that the question is why is that still the case fail,negative
568086132346322945,there are exit row window shades in approx of the windows of your rj s lt a frequent flyer,worse
568085949663584256,no worries your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time amp apologized for yesterday,good
568085636592349184,there is no excuse for leaving a minor to spend the night sobbing hours in a plastic chair ua s actions terrible united,negative
568084717481775104,perhaps you could fix this and this answerthis,negative
568084167390564353,my wife and i will be sharing this dreadful experience don t pretend ua cares about young girl traveling alone united airlines,negative
568082658741215235,jh going to process my refund for wifi its asking for a receipt i never received an email you guys just whacked my credit card,negative
568081386520723456,don t post a link to an article that verifies the initial complaint with comments saying the same thing,negative
568081281910587392,will breaking them in somehow make them longer so that they don t cut off the circulation in my legs unfriendlyskies,negative
568080133195755520,but why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned confirmed certificates,negative
568078967602860032,you please do not burn my dreams burningman tickets sales today,average
568078441364393985,worst agents in us at ft lauderdale airport passengers stand in line getting status alerts amp still didn t make an announcement,negative
568077514905505792,can we get any free upgrade because all the problems we ve had our reservation is mkwlkr,negative
568077199162658816,can you send a personal plane to get us out of school it s icing and we don t want to get stuck here,average
568076556997775360,to start xweekly b flights from neworleans to cancun on between may sep avgeek,average
568072822955896832,fail set to song united breaks guitars lt lmao,average
568072136192966656,yes would love an upgrade or voucher please give me a call,average
568071159285022720,how come it s cheaper to fly to bkk than nrt even though to get to bkk you take an extra flight from nrt,average
568070338438963200,this is with regard to a flight from a couple weeks ago i m very frustrated with your policies amp expressing that,negative
568068509613178880,thanks for reaching out the seat was hard not enough cushion ok for short flight btw ua flight and crew were great,worse
568068468261519360,surprise me otherwise the flight is over and i don t have a good feeling about your airline,negative
568068216972423169,we have been told that it s lost you guys don t know where it is,worse
568067938843893761,just landed a day late flight with almost no sleep but here i feel sorry for the woman i consoled who s mother died during the night,negative
568067622698291200,sfo dfw also sfo ord,average
568067535599505408,disappointed united did not feed small children on a amp half hour flight honolulu to los angeles appalling esp food waspaid for,negative
568067065388642304,thanks to supervisor miriam who provided me with great customer service finally,good
568064842466250752,filled out at the airport as part of a long day made longer,worse
568064545568092160,today the staff msp took customer service to a new level my father passed away last night amp you helped me get home today thanks,good
568063784318832640,ua delayed out of winnipeg because the plane was frozen fail will i make my connection on ua tightconnection denver,worse
568062811856703489,delayed about hours because of missed connections due to mechanical issues on st flight rebooked but please call me,negative
568062560198664192,flying out of stl saturday where they are expecting ice amp snow when should we start looking for travel waivers thanks,average
568061931761864704,can i add miles from my january air china flight to my mileageplus account,average
568061117429231616,you know your updates every hours telling me you don t know where my bags are is also equally irritating coltsmissingbags,worse
568059091848962048,you are lightyears ahead of the security control at newark airport they wasted precious mins w bad efficiency frightening,negative
568058934428372992,great thank you,good
568057346607460354,i submitted a status match last week and have not heard back im a delta customer looking to switch to united please assist,average
568057226776219648,to montego bay going back to gate bc person was late flight awful service for all of who came on time,negative
568057046303576065,right are you guys charging for the air we breathe next,negative
568056439291256832,did not get names dallas flight and chicago,average
568055509795901440,in other words sorry not sorry plenty of other airlines and i travel a lot,negative
568054377421901824,delayed again by united gate agent was borderline rude when i asked her a flight status question what is happening to united,negative
568052677881565185,i need to speak with a supervisor or someone who is willing to help me use a credit i have asap letsworktogether,negative
568049646062444544,just give up your service is terrible if i wasn t forced to use united on certain routes i never would,negative
568049335235010562,club in denver is dope,good
568048515932426241,i m checked in agent wouldn t tag my bags at am now i m standing in line hell,negative
568047650945298432,we are never going to get to out gate at this rate,negative
568047159746174976,this is getting ridiculous now we re missing our connection,negative
568046603916996609,couldn t use the confirmed upgd cert you gave me b c you decided to sell anyone a biz seat for why do you bother giving them,negative
568046298080923649,i locked myself out of my account and needed access to book a flight,negative
568043126775943168,january th,average
568042973688139777,any chance you can troubleshoot check ins at we re at minutes per person,negative
568039503602065408,how on earth could you close the united club in atlanta what a major fail at an airport of this size,negative
568037880859222016,sorry to hear outsourcing plan boise is best staff cust service in the country boise,good
568037433503145984,lga ord ua did not get agent name argument over baggage policy,negative
568036157482602497,yes staff were rude and unempathetic i needed jacket and tablet by got at if u take carryons cause plane full don t lose em,worse
568036095088160768,monday evening,negative
568035703768154112,is pri boarding for active military or only in uniform can t travel in uniform for opsec reason even on official travel,average
568034650477580289,leisure military personnel for safety reason r highly recommended to not travel in uniform,average
568034530667274240,ticket counter masters out of smf not very helpful,negative
568031932719566849,cool thanks,good
568030057769410560,my baggage is in shannon now so never mind u can work on giving me some back now,worse
568023874970861568,if you re listening why are you the lowest provider of inflight wifi get with the times,negative
568020431036420096,that s funny because i emailed once and they found it hadn t left lhr in the mean time stuck with no bag in nyc,worse
568017128286261248,is the biggest joke of a company i will never fly with them again days now waiting for my bag they don t even know where it is,worse
568011684067078144,why haven t you updated that flight is delayed super frustrating,worse
568005542997860352,how long can i expect the formal response to take,average
567999609248858112,hi i am flying domestic first from sea to hnl can i pay to use the lounge before i fly or this is just for international thanks,average
567997819560333313,do you mean fortunately i don t want my flight to be affected,average
567987484556013568,volumes profit up aviation aircargo,average
567987284613545984,what the i go into the all airlines lounge w my star alliance club card in bcn only to be told star alliance isn t accepted,negative
567985715017072640,y do u not reply to customer refund forms unitedairlines,worse
567985483135000576,lt lt lt lt lt shoddy customer service of no use whatsoever unitedairline,worse
567985128422690816,lt lt lt lt lt lt do not reply to emails,negative
567984939221852160,it has now been days since i applied for my compensation y have i had no correspondence,negative
567982195471736833,it sucks not having the money to book a flight to see the love of my life miles away,average
567969159927205888,submitted customer care form jan th still no response a little longer then business days,worse
567968123917242369,clearly united lives in the stone age some people don t need computers make your site better for tablets and phones,worse
567967937446834177,what does dealing via email have anything to do with a crappy web form that is not made for mobile devices,negative
567967872263331840,speaking of my flight skateboards are allowed as carry on bagage right no extra payment needed,average
567967189237518337,next thing you know united will believe they are above the dot and take them to court united is anti consumer,negative
567966853068251136,i read that last hashtag as go f united makes sense since they f us by cancelled flightling ticketed reservations,negative
567963422903705601,the link in the message i was replying to thparty itproblems,average
567962289460137984,hi i read there are weather warnings on the east coast of the us would a flight from lhr to sfo be affected,average
567960564023967745,you delayed a connection for customer service today now i ll be able to pay my final respects to a dear family member thank you,good
567957027093245952,am i allowed to bring a duffle bag and back pack as my carry on and personal item flying out of ny,average
567953560362733568,i m sorry united isn t able to keep its word cuz their it is totally inadequate but they still says it s a customer fault,worse
567952115588423681,how can you not know where my bags are you knew where they were hours ago you are killing me worst service ever,worse
567951376480907264,stop pretending you care about the welfare of my daughter united airlines had the opportunity to help n failed united airlines,worse
567950122245623808,i have received one previously on the th having checked odd as you said there was no complaint associated with my e mail,negative
567949332395249664,ok i have that pretty sure i had it before too but will wait and see what happens,negative
567947943593926657,checking tracing information you got numbers wrong in my phone number amp how did a turquoise duffle bag become a black laptop bag,negative
567946616792952832,treats service members like crap never flying again with them unitedairlines,negative
567946595481706496,thanks ua den min on tarmac,average
567945572746792962,what is the point of a upc code on checked baggage if you can t tell me where my luggage is vacation day trying on swimsuits,worse
567940050186604545,why are your sfo gt bos nonstop flights not competitively priced with those of jetblue and virgin vs identical times,negative
567939727023673344,how come i have no baggage updates,negative
567939242854215680,thanks for your response bags came but it was a long wait and priority tags weren t honored at all disappointing,negative
567938175634702336,and the hits keep on coming unitedfail unitedwithivy,negative
567936625453318144,hi jh yes please since i lost almost a whole day on the way out could you help me change my return for one day late flightr,negative
567935142418780161,hrs searching for flts find on site amp can t book the offered bc seg isn t really available lies falseadvertising,negative
567931026686767104,next flight don t think i ll be spending anymore money with you guys ever it was that bad,negative
567929586077425664,are my bags here yet they were at palm springs airport i was at lax how come i beat my bags here,worse
567927725815496704,why couldn t you have changed the tire of my delayed ua flight when it arrived instead of waiting until boarding,worse
567927596572360704,a generic form with tons of fields asking for info you already expected more as a premier platinum another servicefail,negative
567927503718731777,wtf is your username and or email addr signin still unavailable been trying to login since sunday,negative
567925054853496832,i am flying from msp to dxb my child will turn during the trip do i have to buy a return ticket for my child,average
567924953976152064,i want my bags there is vital equipment in there you are royally screwing me i m cranky and want an update,worse
567924107183915009,you guys have such big hearts keep up the good work,good
567922347669262336,flight had sime of the rudest flight attendants i was run over by the drink card and had a flashlight dropped on me noapology,worse
567921825948250112,i am very disappointed with as your partner no communication extremely late flight flights really all around horrible,negative
567921406807261184,unless it s on you guys im good,negative
567920067364540416,are the miles going to be restructured help a silver status brotha out i thought i was winning with you guys until today lol,negative
567919961055711232,even with the multiplier the ticket price will still never equal the amount of miles you travel even for transatlantic flights,average
567919558649995264,missed connection wrong city bags at palm springs but not at hotel i am seriously tired of being treated this way,worse
567919391515348992,where are my bags they weren t in lax like your promised out of things today were a mess today because of you,worse
567919301732098048,dang i thought i was in a teleportation device ua,negative
567918545046081537,received my bag i appreciate taking care of the matter and following up,good
567916798747619328,still haven t received a response please direct message me for my contact information,worse
567913659650805760,i ve been waiting on my bag in iah for mins they re only freaking people on that flight waiting for bags fix this,negative
567912190788771840,so if this game was the one reason i payed for is there something we could work out here,average
567907430069329920,take note of this great example of actually making good for an extremely inconvenient situation,good
567905267033055233,rtb gt iah first class my wife global services and i had headaches due to our neighbors smoking e cigarettes contact me pls,worse
567902121992921088,federal regulation prohibits you being separated from your bag yet you lose our bag and that s okay,worse
567901996763602945,tried to check it mins before a flight rather than mins and we are stonewalled by your employees,negative
567901267063803904,hello just wondering how long it might take for turkish airlines flights to show up in my united miles thanks,average
567900686089719812,do you guys have any working planes,negative
567900456460165120,we just almost had a major accident on ua how about passing on some information to those of us waiting on plane,negative
567899010045988865,again you said to go take the time to go there knowing what the issue was and knowing you won t fix it,worse
567898499540340736,hour delay plus a jetway that won t move this biz traveler is never flying u again,worse
567897640035160064,my son is a passenger on flight from chicago to toronto the plane came within feet of colliding another plane and is stopped,negative
567895584625020928,that made me so mad but then i called the bag number and that person was helpful and told me where the bag really was,good
567895319951835137,yes it was the airport person who told me the bag was still in nashville when i filed the claim,worse
567895211575111680,the only thing you fella have done right today is get me to the pacific time zone,good
567895077189627905,ugh my bags were sent to palm springs and not to lax as promised they better be at the hotel when i get there,worse
567894808439570433,direct messaged you didn t hear anything back,worse
567894706325188608,yup it just happens way too often times in the last months,negative
567894187900710912,great thank you i ll send it now,average
567893924699770880,so who does handle bag issues and why wouldn t you put me onto them in the first place,worse
567893808022568961,big up the pilot of for turning hr on the tarmac to just a min delayed arrival,good
567893704058474496,returned from vacation went to luggage services golf bag was presented in clear wrap that could ve been used in the first place,average
567892395867656193,holiday of a lifetime to new york ruined because you lost my luggage and have failed to find it since sunday wontflyagainwithyou,worse
567892179953262592,my golf bag didn t have a top cover staffers said they couldn t check without a type of cover or wrap forced to leave the bag,negative
567891481555382272,when will you offer real food in american clubs like the amazing food you offer in heathrow,worse
567890765134852096,once again my bag is lost when i travel united please do something,worse
567889601869668352,both,average
567887301021413376,stuck on plane for over an hour due to mechanical faults any updates please this happened on way to newark and now again to lhr,worse
567886909516685312,flight unfortunately this isn t an isolate flightd incident i haven t waited less than min in years,negative
567886894761005056,did i mention one bag is an infant car seat amp we ve been stuck with yr poor replacement on icy mtn roads,negative
567886700275310592,this is in ur hemispheres magazine i m open to what will u do to make the flight more pleasant,negative
567886241179377664,hard to believe since your staff sfo checked them under someone by the name of ritacomo who flew to ewr the same day,negative
567886093749604353,it s late flight i m tired and understandably edgy for trying to catch my flight i wasn t chipper but i def was not rude,negative
567886091975462912,rude cust ser agents busy chatting then yelled bc i took pic put me stdby when seat diff agent gave me seat min late flightr platinum,negative
567885401714589696,i am a frequent user congrats u only lost my bags once in years problem it was today and your staff were rude still no bag,worse
567884863031762945,sivi stewart at lax was fantastic tonight helping to find a lost item for us at the airport much thanks,good
567884646270267392,yes though they have not located the bag yet it was a lovely flight outside of that,worse
567883674462588929,got me home amid snow amp cancelled flightlations delivered bag w o hassle plus no wait on phone amp an upgrade thank you,good
567883485542658048,my wife has been on the phone several times for past days with no result,negative
567883246433878018,so you are saying that customer care does not report to anyone their response is humiliating for a company that serves the public,worse
567883234614210560,unitedairlines so my feedback is for your benefit not for you to correct your atrocious customer service good to know,worse
567882603405008896,unitedairlines fill out form and never receive response i expect remedy we can travel another airline and cancelled flight as members w u,worse
567882458357714944,ewr lax ua my seat armrest broken discover after takeoff flight full fa filed report who to chat with for partial refund,worse
567881459161260032,so you told me to go knowing what the issue was only for me to go there and find out that you won t fix it,negative
567881305754595328,so i made it all the way to the airport and they say they won t fix the handle i showed you this problem and you said to go,negative
567880317345771520,this link in your tweet goes to someone s internal email gt probably one of your rd party it contracts,average
567877584341479424,then why do you bother responding your customer service is the worst never using you guys again,worse
567876794788872192,was flight out of houston,average
567875594785923072,free hotel doesn t make up for such poor customer service and disregard,worse
567875130824658946,it s messed up to refuse to wait min after united is at fault for delay but to leave early is absolutely disgusting,negative
567874134174101504,mechanical delay occurred in houston earlier today re their flight to ord,negative
567873519356284928,ord to roc fam came to see me at sna i m a member so is my dad he used his miles for them,average
567873467401371648,cc boldflavors we re bringing bourbon st to ft with bold flavors fresh ingredients and more dining options,good
567872769049825280,thx for checking in never got through via phone on hold over hour how long is too long to wait on hold ugh csfail,worse
567872614296862720,is there a referral program for the milageplus explorer card,average
567872182136619008,how else would i know it was denied,negative
567872136745852928,obviously,average
567871780188061696,you allow shady rd party services to sell your tickets and then refuse to help the customer who s left holding the bag flyunited,worse
567871439585435648,hours on the phone hung up on all i want is to be on a different flight same day that has an open seat greatservice,negative
567870608152793088,which now has maintenance issues with an undetermined amount of time until the mechanics even arrive,negative
567869544049414145,i sent an email describing my experience looking forward to a follow up to hopefully make it right,average
567869009661665280,be chicago s hometown airline care about your neighbors savethediagonals flyquiet ordnoise,good
567868808586620928,the cost of one of the round trip tickets,negative
567868544572063744,give cyndi amp troy each a gold star,good
567867311744380928,our flight attendant was super helpful in finding a bag we left on a flight today excellent customer service name fits,good
567867168429182976,how about changing rno den non stop in may from am to late flight morning or early afternoon,average
567864939349557248,unitedairlines wont wait min for fam w yr old connecting flight leaves early instead for airport that is planes last stop today,average
567864117047865344,i can t go back to the airport i m working and won t have time are you telling me there is seriously no other way,worse
567863121479536641,instead of bourbon street how about quiet planes savethediagonals,average
567863082346627072,to denver which we are supposed to be boarding right now but has yet to land,worse
567862940348579840,i ve been doing this for years and i ve never had this many issues with any other airline,negative
567862586374529026,haha that s fine still won t fly ever again seems like you guys have more problems than anyone else,negative
567862454576787456,note they are traveling w yr old unreal,worse
567862181208805376,and that plane was staying overnight at the next airport roc u can make up min in air but instead of waiting u leave early,negative
567861975419457537,and they were traveling as guests of a mileage plus member using that members miles great customer service,good
567861727833894913,mechanical issues causes delay and connecting plane at ord only needed to wait min for them refused and left early instead wtf,negative
567857491284877312,captain we apologize for the delay the company is looking for an open gate glance starboard side see open gates,average
567856598762156032,reinstating the kosher meals that were dropped shortly after the merger,average
